0,-28.81258727,-28.75570425,-28.65612726,-28.50877711,-28.30887508,-28.05278796,-27.73916392,-27.36768321,-26.9403542,-26.46091475,-25.93535271,-25.37099908,-24.77778245,-24.16704622,-23.55152691,-22.94500927,-22.36184502,-21.81648429,-21.32312007,-20.89491085,-20.54514936,-20.28086419,-20.11517345,-20.04830618,-20.09045679,-20.23905374,-20.49458421,-20.85509581,-21.31283204,-21.86303805,-22.4964203,-23.20320767,-23.97259361,-24.79279481,-25.6517949,-26.53729223,-27.43718435,-28.33982109,-29.23402573,-30.10947136,-30.95687671,-31.76799609,-32.53587981,-33.25475801,-33.92007805,-34.52861014,-35.07835546,-35.56849729,-35.99927259,-36.3720088,-36.68876276,-36.95276176,-37.16771567,-37.33842451,-37.46961024,-37.5666384,-37.6352492,-37.68143542,-37.71062728,-37.7290103,-37.74181707,-37.75428485,-37.77055319,-37.79500198,-37.83064092,-37.87994432,-37.94467684,-38.02549223,-38.12232074,-38.23478626,-38.36110695,-38.49926831,-38.6467851,-38.80063775,-38.957617,-39.11426972,-39.26723098,-39.4132327,-39.54908093,-39.67197696,-39.7792416,-39.86890633,-39.93965038,-39.99024008,-40.01986186,-40.02922039,-40.01811721,-39.98794738,-39.94025271,-39.87708436,-39.80078375,-39.71393229,-39.61946946,-39.52031895,-39.41955687,-39.3202853,-39.22511574,-39.13687734,-39.05781751,-38.98984749,-38.9345702
0,-12.54932309,-12.5552458,-12.54186374,-12.50802359,-12.45294862,-12.37632644,-12.27848567,-12.16026257,-12.0229885,-11.86833805,-11.69944054,-11.51915225,-11.3307005,-11.13758216,-10.9433683,-10.75147469,-10.56526629,-10.38792359,-10.2224226,-10.07186978,-9.938341591,-9.824572713,-9.733795228,-9.667345958,-9.628515039,-9.619254884,-9.641616082,-9.697677186,-9.78907048,-9.91687155,-10.08214079,-10.28527195,-10.52529094,-10.80136163,-11.11156539,-11.45394679,-11.82498295,-12.22140057,-12.63994047,-13.07653979,-13.5272479,-13.98826494,-14.45593466,-14.92678194,-15.39758451,-15.8654123,-16.32762998,-16.781924,-17.22617138,-17.65855868,-18.07749409,-18.48154149,-18.86951557,-19.24028753,-19.59282008,-19.92619444,-20.23870829,-20.53085743,-20.80097624,-21.04714007,-21.27080426,-21.46982176,-21.64409984,-21.79368965,-21.91897629,-22.02078494,-22.10041043,-22.15935212,-22.20010017,-22.22498896,-22.23675872,-22.23821821,-22.23198757,-22.22059045,-22.20614326,-22.19034491,-22.17410977,-22.1584811,-22.14363569,-22.12925496,-22.11492847,-22.10002035,-22.08370949,-22.06473025,-22.04224992,-22.0152863,-21.98298507,-21.94439165,-21.89889353,-21.84630823,-21.78592441,-21.71832435,-21.64348418,-21.56195622,-21.47460001,-21.38237024,-21.28655027,-21.18794283,-21.08852081,-20.98962381,-20.89289556
0,-9.504601523,-9.486397953,-9.469922458,-9.454431835,-9.439311156,-9.423191052,-9.405825255,-9.385865626,-9.363412339,-9.33732508,-9.307545024,-9.273876901,-9.236462048,-9.195566591,-9.151803465,-9.105975896,-9.059047779,-9.012146679,-8.966464888,-8.923335504,-8.884061461,-8.849870319,-8.821890968,-8.801599438,-8.789588876,-8.786753008,-8.793766902,-8.811727222,-8.840293061,-8.880826096,-8.933249962,-8.997909714,-9.075390326,-9.165789177,-9.269801751,-9.387839695,-9.52038136,-9.667875648,-9.830848214,-10.00973463,-10.20490546,-10.41667637,-10.64517657,-10.89046803,-11.15246958,-11.43085083,-11.72520521,-12.03483681,-12.35898935,-12.69677204,-13.04703852,-13.40863105,-13.78025124,-14.16056649,-14.54819272,-14.94161055,-15.33932684,-15.73984517,-16.14165472,-16.54321634,-16.94292224,-17.33917235,-17.73039169,-18.1149975,-18.49130815,-18.8576905,-19.21262651,-19.55448913,-19.88179194,-20.19307435,-20.48705071,-20.76256308,-21.01856551,-21.25422734,-21.46892105,-21.66232284,-21.83435199,-21.9851368,-22.11523533,-22.22500119,-22.31639516,-22.38896218,-22.44570996,-22.48773844,-22.51655015,-22.53413885,-22.54225833,-22.54302049,-22.53821395,-22.52976128,-22.51898506,-22.50752749,-22.49665538,-22.48752182,-22.48085921,-22.47736772,-22.4773232,-22.48098387,-22.48781355,-22.49798926,-22.51060093
0,-40.80048499,-40.51965381,-40.21400946,-39.88121882,-39.51842237,-39.12313687,-38.69238514,-38.22374052,-37.71505625,-37.16481081,-36.57220611,-35.93760559,-35.26238949,-34.54913557,-33.8019338,-33.02545228,-32.22577591,-31.4093022,-30.58280856,-29.75333501,-28.92769163,-28.11226691,-27.31295649,-26.53481941,-25.78223418,-25.05881143,-24.36746633,-23.7101709,-23.08859711,-22.50359807,-21.95596232,-21.44588257,-20.97321558,-20.53762748,-20.13877115,-19.77587645,-19.44769984,-19.15352627,-18.89139041,-18.65988155,-18.45686678,-18.27960747,-18.12563826,-17.99203512,-17.87552874,-17.77287953,-17.68092354,-17.59679093,-17.51752035,-17.4407615,-17.3645048,-17.28672987,-17.20624786,-17.12193748,-17.03329259,-16.93973795,-16.84126044,-16.73801964,-16.63032927,-16.51867662,-16.40384971,-16.2865748,-16.16779607,-16.04863489,-15.93007316,-15.81290293,-15.69807018,-15.58631396,-15.47831872,-15.37468842,-15.2757605,-15.18235492,-15.09476652,-15.01354724,-14.93933591,-14.87266528,-14.81423077,-14.76454658,-14.72428776,-14.69319592,-14.67167527,-14.65959906,-14.65611554,-14.66039698,-14.67132304,-14.68756318,-14.70767289,-14.73011359,-14.75346416,-14.77621275,-14.79714704,-14.81514831,-14.82935856,-14.83898953,-14.84378906,-14.8433323,-14.837874,-14.82786028,-14.81388287,-14.79686668,-14.77759199
0,-65.21765104,-65.37155866,-65.38970091,-65.14712781,-64.49697363,-63.33248822,-61.88872479,-60.31868057,-58.60231443,-56.77630255,-54.96242947,-53.22469457,-51.51355942,-49.8075595,-48.1869613,-46.7400417,-45.35448894,-43.93097245,-42.49823878,-41.31454614,-40.54348263,-40.02992981,-39.62003174,-39.39694262,-39.3591993,-39.47307424,-39.63890344,-39.86949478,-40.15595222,-40.5328627,-41.04670996,-41.72955389,-42.56024432,-43.46431648,-44.35113175,-45.15206804,-45.81631676,-46.34525066,-46.7933405,-47.2190967,-47.65313396,-48.0766266,-48.42528266,-48.66484259,-48.78066586,-48.79301374,-48.74414088,-48.67466029,-48.61383536,-48.57445291,-48.55164171,-48.53039923,-48.51249877,-48.54009331,-48.63526168,-48.79836161,-49.02343676,-49.28779302,-49.57288968,-49.87146837,-50.18325152,-50.5048887,-50.8091955,-51.06861897,-51.29171814,-51.506098,-51.71706474,-51.9073068,-52.05161124,-52.13567871,-52.16381155,-52.1657849,-52.17804821,-52.23715956,-52.35957971,-52.53252054,-52.72250058,-52.8940818,-53.03899193,-53.15589521,-53.24534455,-53.3006085,-53.31590534,-53.29954092,-53.23239888,-53.12677685,-53.0068715,-52.89802663,-52.81681047,-52.76902632,-52.76805907,-52.82327789,-52.92586039,-53.05116425,-53.18585339,-53.31116972,-53.41051477,-53.4545828,-53.41768395,-53.29106582,-53.09263104
0,4.821600568,4.884502679,4.951852823,5.022521062,5.093985645,5.165260938,5.234324212,5.299158104,5.357853481,5.408478613,5.448964447,5.476565236,5.490909845,5.487318771,5.465762295,5.42341209,5.35844879,5.26836896,5.152371631,5.008833203,4.836474097,4.634304514,4.401254329,4.137814941,3.843000192,3.516939573,3.159795063,2.77191389,2.353761504,1.905320712,1.428963441,0.924092677,0.391850013,-0.166317559,-0.749298028,-1.355630756,-1.983930147,-2.632647351,-3.299899687,-3.983628472,-4.681692956,-5.391864902,-6.111803198,-6.838890295,-7.570436497,-8.303651699,-9.035625288,-9.763378202,-10.48400457,-11.1945337,-11.89206054,-12.57368356,-13.23645921,-13.87787337,-14.49555243,-15.08724225,-15.65058609,-16.1848155,-16.68739258,-17.157626,-17.59421327,-17.99771373,-18.3668095,-18.70218109,-19.00413049,-19.27315702,-19.50852821,-19.71602259,-19.89228612,-20.0409534,-20.16352783,-20.26188434,-20.33794152,-20.39372573,-20.43107241,-20.45226907,-20.45900698,-20.45307709,-20.43727745,-20.41276077,-20.3808914,-20.34377271,-20.30242342,-20.25829079,-20.21258797,-20.16647944,-20.12095783,-20.07677094,-20.03479132,-19.99630752,-19.96118855,-19.93066203,-19.90511388,-19.88521537,-19.87160407,-19.86506237,-19.86529521,-19.8729218,-19.88940729,-19.91299077,-19.94545063
0,-51.33855762,-51.13137118,-50.89924904,-50.64165848,-50.35846561,-50.04981565,-49.71627422,-49.35866322,-48.97805406,-48.57569818,-48.15283424,-47.71059108,-47.24993191,-46.77155489,-46.27585622,-45.7630276,-45.23300758,-44.68562787,-44.12074007,-43.53830978,-42.93867566,-42.32254872,-41.69123365,-41.04664925,-40.39140818,-39.72897545,-39.06348663,-38.39988731,-37.74381597,-37.10151659,-36.47962627,-35.88503598,-35.32462276,-34.80489942,-34.33176768,-33.91030277,-33.54450322,-33.23732811,-32.99069207,-32.80459213,-32.677978,-32.60884756,-32.59515548,-32.63179103,-32.71433527,-32.83821495,-32.99673653,-33.18476496,-33.39631824,-33.62572187,-33.86770342,-34.11747426,-34.37075577,-34.62394349,-34.87397866,-35.11840373,-35.35539247,-35.58353346,-35.80186159,-36.00983183,-36.20703778,-36.39368206,-36.56946564,-36.73487426,-36.88980997,-37.03442998,-37.16894153,-37.29341649,-37.40752958,-37.51172953,-37.60566589,-37.6892949,-37.76257891,-37.82582417,-37.87855165,-37.92167345,-37.95455061,-37.97774983,-37.99131739,-37.99578357,-37.99112026,-37.97807052,-37.95679361,-37.92789552,-37.89173042,-37.84861859,-37.79863566,-37.74264738,-37.68063124,-37.61299844,-37.54028252,-37.463083,-37.38246065,-37.29938314,-37.21553976,-37.13203142,-37.05083758,-36.97356968,-36.90243942,-36.83885071,-36.78464452
0,118.7359567,118.4456793,118.0802705,117.6301709,117.0859564,116.441561,115.684986,114.8100283,113.8075585,112.6667548,111.374609,109.9151983,108.2686951,106.4117055,104.3160791,101.9482783,99.26936692,96.23400591,92.7919965,88.89346836,84.50065224,79.61035282,74.27453921,68.60100397,62.71877705,56.76423943,50.889065,45.23968289,39.92006918,34.96798669,30.36871191,26.08532031,22.08101975,18.32394656,14.78924596,11.45740498,8.312537066,5.341660302,2.53330359,-0.122765953,-2.636189195,-5.015613182,-7.269360205,-9.405028344,-11.42954254,-13.3493522,-15.17077925,-16.89969496,-18.54161067,-20.10202267,-21.58632631,-22.99936572,-24.34552731,-25.62918233,-26.85417726,-28.02325706,-29.13915832,-30.20347585,-31.21775614,-32.18290791,-33.09928456,-33.96725798,-34.78682096,-35.55787707,-36.28031864,-36.95421822,-37.57945593,-38.15630722,-38.68521636,-39.16697185,-39.60255422,-39.99360813,-40.3420597,-40.65022408,-40.92072846,-41.15659067,-41.36106478,-41.53729484,-41.68828979,-41.81725893,-41.92695684,-42.02001706,-42.09850691,-42.16434223,-42.21840265,-42.26309002,-42.29778322,-42.32330005,-42.33976645,-42.34709649,-42.34520349,-42.33398206,-42.31336113,-42.28362554,-42.24533689,-42.19897911,-42.1469446,-42.08972973,-42.0305899,-41.97174206,-41.91636179
0,-4.758921271,-4.538838549,-4.276089364,-3.971047384,-3.624904172,-3.240341645,-2.821190972,-2.372921932,-1.902865764,-1.419254254,-0.932264359,-0.45259402,0.008784063,0.440675685,0.832418118,1.174179975,1.457089854,1.673176002,1.816599995,1.877763725,1.861064669,1.749826492,1.544292743,1.237905206,0.828822776,0.312149474,-0.310630994,-1.041238402,-1.875689276,-2.808485142,-3.834088404,-4.942863508,-6.12474734,-7.370651402,-8.669101526,-10.00911484,-11.37994272,-12.77074993,-14.17179397,-15.57335834,-16.96690966,-18.34434881,-19.69869706,-21.02357461,-22.31366389,-23.56444315,-24.77227337,-25.93433166,-27.04863108,-28.11387444,-29.12946702,-30.09544947,-31.01229049,-31.88097978,-32.70272938,-33.47895992,-34.21127339,-34.90119773,-35.55030084,-36.15980663,-36.73104463,-37.26501709,-37.76286019,-38.22558913,-38.65431444,-39.05019603,-39.41465636,-39.74921397,-40.05566144,-40.33621523,-40.59284345,-40.82735565,-41.04217092,-41.23936753,-41.42096153,-41.58895636,-41.74533198,-41.89190723,-42.03041978,-42.1621486,-42.28846856,-42.40997573,-42.5272216,-42.6400453,-42.74766344,-42.8493458,-42.94353515,-43.02854431,-43.10205946,-43.16260855,-43.207703,-43.23540884,-43.24420069,-43.23256407,-43.19962845,-43.14471341,-43.06850659,-42.97129763,-42.85484811,-42.72090121,-42.5720069
0,-42.78619029,-42.59675836,-42.36666669,-42.09656367,-41.78895831,-41.44501354,-41.06753328,-40.65811297,-40.21870514,-39.75118172,-39.25705635,-38.73757959,-38.19350676,-37.62546799,-37.03389149,-36.41947657,-35.7829889,-35.12562807,-34.44948031,-33.75751961,-33.05318575,-32.34088261,-31.62583608,-30.91395327,-30.21173643,-29.52561981,-28.86189541,-28.22715273,-27.62724908,-27.06719553,-26.55106152,-26.08330988,-25.6637285,-25.29650269,-24.98068458,-24.71544871,-24.49925249,-24.33117221,-24.20601599,-24.12255433,-24.07663517,-24.06477296,-24.08139799,-24.12472883,-24.18995092,-24.27302697,-24.37054069,-24.47890484,-24.59494585,-24.71585355,-24.83918638,-24.96297351,-25.08570534,-25.20622976,-25.324021,-25.43878233,-25.55062777,-25.65993832,-25.76714737,-25.87279926,-25.97717722,-26.08071317,-26.18282157,-26.28350149,-26.38203616,-26.47708076,-26.56779286,-26.65297943,-26.73125755,-26.80172765,-26.86355161,-26.91624012,-26.95929843,-26.99350667,-27.01910791,-27.03692476,-27.04796601,-27.05346692,-27.0545165,-27.05254545,-27.04834804,-27.04217898,-27.03589443,-27.02856187,-27.02085302,-27.01246491,-27.00293955,-26.99191454,-26.97847143,-26.96203215,-26.94157052,-26.91648806,-26.88570278,-26.84871741,-26.80469687,-26.75363605,-26.6947083,-26.62837393,-26.55502673,-26.47533043,-26.39058635
